area_data_type,geography_type,geography_id,geography_desc,total_area,mobilebb_3g_area_st_pct,mobilebb_3g_area_iv_pct,mobilebb_4g_area_st_pct,mobilebb_4g_area_iv_pct,mobilebb_5g_spd1_area_st_pct,mobilebb_5g_spd1_area_iv_pct,mobilebb_5g_spd2_area_st_pct,mobilebb_5g_spd2_area_iv_pct
Total,Census Place,2477825,"Thurmont, MD",8.426600000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2477912,"Tilghman Island, MD",6.635947500,0.000000000,0.000000000,1.000000000,0.888888889,0.984126984,0.761904762,0.841269841,0.333333333
Total,Census Place,2477925,"Tilghmanton, MD",1.369322500,0.000000000,0.000000000,1.000000000,0.923076923,1.000000000,1.000000000,1.000000000,0.923076923
Total,Census Place,2478050,"Timonium, MD",17.063865000,0.000000000,0.000000000,1.000000000,0.987654321,1.000000000,0.975308642,0.987654321,0.858024691
Total,Census Place,2478120,"Tolchester, MD",1.685320000,0.000000000,0.000000000,0.937500000,0.500000000,0.437500000,0.187500000,0.312500000,0.000000000
Total,Census Place,2478425,"Towson, MD",38.130365000,0.000000000,0.000000000,1.000000000,0.991712707,1.000000000,0.988950276,0.988950276,0.939226519
Total,Census Place,2478575,"Trappe, MD",6.846612500,0.000000000,0.000000000,1.000000000,0.953846154,1.000000000,0.830769231,1.000000000,0.661538462
Total,Census Place,2478650,"Travilah, MD",47.188960000,0.000000000,0.000000000,1.000000000,0.926339286,0.939732143,0.600446429,0.774553571,0.455357143
Total,Census Place,2478705,"Trego-Rohrersville Station, MD",1.053325000,0.000000000,0.000000000,1.000000000,0.700000000,1.000000000,1.000000000,1.000000000,0.900000000
Total,Census Place,2479225,"Tyaskin, MD",3.686637500,0.000000000,0.000000000,0.657142857,0.085714286,0.428571429,0.085714286,0.257142857,0.085714286
Total,Census Place,2479350,"Union Bridge, MD",2.633312500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.960000000
Total,Census Place,2479675,"University Park, MD",1.263990000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2479875,"Upper Marlboro, MD",2.001317500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2479900,"Urbana, MD",20.645170000,0.000000000,0.000000000,1.000000000,0.938775510,1.000000000,0.989795918,0.994897959,0.943877551
Total,Census Place,2480075,"Vale Summit, MD",2.738645000,0.000000000,0.000000000,1.000000000,0.923076923,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2480600,"Vienna, MD",2.001317500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2481175,"Waldorf, MD",97.748560000,0.000000000,0.000000000,1.000000000,0.979525862,1.000000000,0.947198276,0.989224138,0.845905172
Total,Census Place,2481250,"Walker Mill, MD",8.110602500,0.000000000,0.000000000,1.000000000,0.974025974,1.000000000,1.000000000,1.000000000,0.987012987
Total,Census Place,2481275,"Walkersville, MD",12.639900000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.991666667,1.000000000,0.941666667
Total,Census Place,2481675,"Washington Grove, MD",0.737327500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2481925,"Waterview, MD",1.158657500,0.000000000,0.000000000,0.727272727,0.000000000,0.363636364,0.000000000,0.181818182,0.000000000
Total,Census Place,2482625,"West Denton, MD",0.947992500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2482750,"Westernport, MD",2.211982500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.904761905
Total,Census Place,2483025,"West Laurel, MD",6.003952500,0.000000000,0.000000000,1.000000000,0.982456140,1.000000000,0.947368421,0.982456140,0.824561404
Total,Census Place,2483100,"Westminster, MD",17.695860000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.994047619,0.994047619,0.964285714
Total,Census Place,2483225,"West Ocean City, MD",18.749185000,0.000000000,0.000000000,1.000000000,1.000000000,0.988764045,0.814606742,0.983146067,0.494382022
Total,Census Place,2483290,"Westphalia, MD",26.543790000,0.000000000,0.000000000,1.000000000,0.960317460,1.000000000,0.984126984,1.000000000,0.849206349
Total,Census Place,2483337,"West Pocomoke, MD",26.227792500,0.000000000,0.000000000,0.991967871,0.578313253,0.883534137,0.734939759,0.767068273,0.570281124
Total,Census Place,2483746,"Whaleyville, MD",2.633312500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2483775,"Wheaton, MD",18.117190000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.947674419
Total,Census Place,2484225,"Whitehaven, MD",1.053325000,0.000000000,0.000000000,1.000000000,0.200000000,0.400000000,0.100000000,0.100000000,0.100000000
Total,Census Place,2484350,"White Marsh, MD",14.009222500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.954887218,1.000000000,0.857142857
Total,Census Place,2484375,"White Oak, MD",8.847930000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.976190476,0.988095238,0.880952381
Total,Census Place,2484784,"Wildewood, MD",7.794605000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.959459459
Total,Census Place,2484950,"Willards, MD",3.054642500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.965517241,0.965517241,0.551724138
Total,Census Place,2485100,"Williamsport, MD",2.633312500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2485175,"Williston, MD",0.737327500,0.000000000,0.000000000,1.000000000,0.428571429,1.000000000,0.142857143,0.857142857,0.142857143
Total,Census Place,2485395,"Wilson-Conococheague, MD",12.850565000,0.000000000,0.000000000,1.000000000,0.959016393,1.000000000,0.967213115,1.000000000,0.934426230
Total,Census Place,2486275,"Woodland, MD",0.421330000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.750000000
Total,Census Place,2486475,"Woodlawn, MD",25.595797500,0.000000000,0.000000000,1.000000000,0.991769547,1.000000000,0.971193416,0.983539095,0.938271605
Total,Census Place,2486525,"Woodlawn, MD",3.265307500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2486710,"Woodmore, MD",17.801192500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.958579882,1.000000000,0.763313609
Total,Census Place,2486750,"Woodsboro, MD",1.895985000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.888888889
Total,Census Place,2487000,"Worton, MD",2.317315000,0.000000000,0.000000000,1.000000000,0.863636364,1.000000000,0.000000000,0.818181818,0.000000000
Total,Census Place,2487150,"Yarrowsburg, MD",0.526662500,0.000000000,0.000000000,1.000000000,0.200000000,0.800000000,0.000000000,0.400000000,0.000000000
Total,Census Place,2487275,"Zihlman, MD",3.897302500,0.000000000,0.000000000,1.000000000,0.891891892,1.000000000,1.000000000,1.000000000,0.945945946
Urban,Census Place,2400125,"Aberdeen, MD",16.431870000,0.000000000,0.000000000,1.000000000,0.993589744,1.000000000,1.000000000,1.000000000,0.987179487
Urban,Census Place,2400175,"Aberdeen Proving Ground, MD",3.897302500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2400200,"Abingdon, MD",7.267942500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2400250,"Accokeek, MD",25.911795000,0.000000000,0.000000000,1.000000000,0.934959350,1.000000000,0.833333333,0.959349593,0.638211382
Urban,Census Place,2400350,"Adamstown, MD",2.843977500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.962962963
Urban,Census Place,2400400,"Adelphi, MD",7.057277500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2400712,"Algonquin, MD",1.685320000,0.000000000,0.000000000,1.000000000,0.500000000,1.000000000,0.062500000,0.500000000,0.000000000
Urban,Census Place,2401450,"Andrews AFB, MD",18.538520000,0.000000000,0.000000000,1.000000000,0.994318182,1.000000000,1.000000000,0.994318182,0.988636364
Urban,Census Place,2401600,"Annapolis, MD",19.802510000,0.000000000,0.000000000,1.000000000,0.994680851,1.000000000,1.000000000,1.000000000,0.968085106
Urban,Census Place,2401635,"Annapolis Neck, MD",21.277165000,0.000000000,0.000000000,1.000000000,0.861386139,1.000000000,0.950495050,0.970297030,0.782178218
Urban,Census Place,2401975,"Arbutus, MD",16.326537500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.974193548
Urban,Census Place,2402025,"Arden on the Severn, MD",2.527980000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.708333333,0.833333333,0.375000000
Urban,Census Place,2402275,"Arnold, MD",29.598432500,0.000000000,0.000000000,1.000000000,0.978647687,1.000000000,1.000000000,1.000000000,0.950177936
Urban,Census Place,2402762,"Ashton-Sandy Spring, MD",12.007905000,0.000000000,0.000000000,1.000000000,0.991228070,1.000000000,0.982456140,1.000000000,0.912280702
Urban,Census Place,2402825,"Aspen Hill, MD",25.174467500,0.000000000,0.000000000,1.000000000,0.920502092,1.000000000,0.916317992,0.941422594,0.740585774
Urban,Census Place,2403800,"Ballenger Creek, MD",22.119825000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.976190476
Urban,Census Place,2404000,"Baltimore, MD",219.618262500,0.000000000,0.000000000,1.000000000,0.999040767,1.000000000,0.999040767,0.999040767,0.987529976
Urban,Census Place,2404050,"Baltimore Highlands, MD",4.739962500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2404650,"Bartonsville, MD",4.845295000,0.000000000,0.000000000,1.000000000,0.978260870,1.000000000,0.934782609,1.000000000,0.847826087
Urban,Census Place,2405250,"Beaver Creek, MD",1.053325000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2405525,"Bel Air, MD",2.001317500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2405550,"Bel Air, MD",8.426600000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2405825,"Bel Air North, MD",31.178420000,0.000000000,0.000000000,1.000000000,0.983108108,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2405950,"Bel Air South, MD",53.192912500,0.000000000,0.000000000,1.000000000,0.952475248,1.000000000,0.996039604,0.992079208,0.964356436
Urban,Census Place,2406400,"Beltsville, MD",19.065182500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.977900552
Urban,Census Place,2406662,"Bensville, MD",33.390402500,0.000000000,0.000000000,1.000000000,0.829652997,0.971608833,0.637223975,0.835962145,0.463722397
Urban,Census Place,2406800,"Berlin, MD",7.057277500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.970149254,1.000000000,0.925373134
Urban,Census Place,2406925,"Berwyn Heights, MD",2.001317500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.947368421
Urban,Census Place,2407125,"Bethesda, MD",35.181055000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.994011976,0.997005988,0.913173653
Urban,Census Place,2407850,"Bladensburg, MD",2.527980000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2408775,"Bowie, MD",53.403577500,0.000000000,0.000000000,1.000000000,0.990138067,1.000000000,0.984220907,0.996055227,0.881656805
Urban,Census Place,2408800,"Bowleys Quarters, MD",11.059912500,0.000000000,0.000000000,1.000000000,0.923809524,0.990476190,0.914285714,0.971428571,0.685714286
Urban,Census Place,2408850,"Bowling Green, MD",2.317315000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2408862,"Bowmans Addition, MD",0.842660000,0.000000000,0.000000000,1.000000000,0.250000000,1.000000000,1.000000000,1.000000000,0.875000000
Urban,Census Place,2409100,"Braddock Heights, MD",10.743915000,0.000000000,0.000000000,1.000000000,0.872549020,0.990196078,0.882352941,0.941176471,0.813725490
Urban,Census Place,2409325,"Brandywine, MD",12.639900000,0.000000000,0.000000000,1.000000000,0.933333333,1.000000000,0.966666667,0.991666667,0.858333333
Urban,Census Place,2409500,"Brentwood, MD",0.842660000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2410150,"Brock Hall, MD",26.438457500,0.000000000,0.000000000,1.000000000,0.880478088,1.000000000,0.948207171,0.952191235,0.729083665
Urban,Census Place,2410225,"Brookeville, MD",0.315997500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.666666667
Urban,Census Place,2410475,"Brooklyn Park, MD",11.270577500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2410500,"Brookmont, MD",5.477290000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.980769231,1.000000000,0.846153846
Urban,Census Place,2410737,"Brown Station, MD",5.582622500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.867924528
Urban,Census Place,2410900,"Brunswick, MD",6.951945000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.954545455,1.000000000,0.909090909
Urban,Census Place,2410925,"Bryans Road, MD",11.586575000,0.000000000,0.000000000,1.000000000,0.909090909,1.000000000,0.890909091,1.000000000,0.845454545
Urban,Census Place,2411050,"Buckeystown, MD",2.317315000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.954545455,1.000000000,0.681818182
Urban,Census Place,2411550,"Burnt Mills, MD",1.895985000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.944444444
Urban,Census Place,2411750,"Burtonsville, MD",11.902572500,0.000000000,0.000000000,1.000000000,0.955752212,1.000000000,0.946902655,0.982300885,0.796460177
Urban,Census Place,2412075,"Cabin John, MD",4.318632500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.951219512
Urban,Census Place,2412150,"California, MD",24.647805000,0.000000000,0.000000000,1.000000000,0.957264957,1.000000000,0.995726496,1.000000000,0.991452991
Urban,Census Place,2412175,"Callaway, MD",3.370640000,0.000000000,0.000000000,1.000000000,0.875000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2412350,"Calverton, MD",12.218570000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.974137931
Urban,Census Place,2412400,"Cambridge, MD",17.801192500,0.000000000,0.000000000,1.000000000,0.923076923,0.994082840,0.704142012,0.928994083,0.544378698
Urban,Census Place,2412600,"Camp Springs, MD",20.434505000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.989690722,0.994845361,0.927835052
Urban,Census Place,2412912,"Cape St. Claire, MD",5.687955000,0.000000000,0.000000000,1.000000000,0.981481481,1.000000000,1.000000000,1.000000000,0.981481481
Urban,Census Place,2413000,"Capitol Heights, MD",2.317315000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.954545455,1.000000000,0.772727273
Urban,Census Place,2413325,"Carney, MD",16.642535000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.943037975,0.993670886,0.867088608
Urban,Census Place,2414125,"Catonsville, MD",35.602385000,0.000000000,0.000000000,1.000000000,0.917159763,0.955621302,0.908284024,0.893491124,0.825443787
Urban,Census Place,2414225,"Cavetown, MD",2.738645000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2414300,"Cearfoss, MD",0.421330000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2414550,"Cedar Heights, MD",0.631995000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2415400,"Charlestown, MD",2.211982500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2415925,"Chesapeake Beach, MD",7.899937500,0.000000000,0.000000000,1.000000000,0.986666667,1.000000000,0.720000000,0.973333333,0.506666667
Urban,Census Place,2416050,"Chesapeake Ranch Estates, MD",12.639900000,0.000000000,0.000000000,1.000000000,0.550000000,0.925000000,0.650000000,0.825000000,0.441666667
Urban,Census Place,2416125,"Chester, MD",12.218570000,0.000000000,0.000000000,1.000000000,0.974137931,0.974137931,0.750000000,0.887931034,0.439655172
Urban,Census Place,2416225,"Chestertown, MD",6.530615000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.935483871
Urban,Census Place,2416550,"Cheverly, MD",3.791970000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2416620,"Chevy Chase, MD",1.053325000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2416625,"Chevy Chase, MD",6.741280000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.984375000,1.000000000,0.953125000
Urban,Census Place,2416720,"Chevy Chase Section Five, MD",0.315997500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2416730,"Chevy Chase Section Three, MD",0.210665000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2416775,"Chevy Chase View, MD",0.421330000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.750000000
Urban,Census Place,2416787,"Chevy Chase Village, MD",1.158657500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2416800,"Chewsville, MD",0.737327500,0.000000000,0.000000000,1.000000000,0.857142857,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2416875,"Chillum, MD",8.953262500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2417350,"Clarksburg, MD",18.011857500,0.000000000,0.000000000,1.000000000,0.994152047,1.000000000,0.953216374,1.000000000,0.888888889
Urban,Census Place,2417475,"Clarysville, MD",0.315997500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2417900,"Clinton, MD",43.818320000,0.000000000,0.000000000,1.000000000,0.971153846,0.997596154,0.899038462,0.959134615,0.752403846
Urban,Census Place,2418150,"Cloverly, MD",26.543790000,0.000000000,0.000000000,1.000000000,0.960317460,1.000000000,0.857142857,0.936507937,0.714285714
Urban,Census Place,2418250,"Cockeysville, MD",28.545107500,0.000000000,0.000000000,1.000000000,0.904059041,0.988929889,0.940959410,0.944649446,0.826568266
Urban,Census Place,2418475,"Colesville, MD",13.693225000,0.000000000,0.000000000,1.000000000,0.969230769,1.000000000,0.892307692,0.938461538,0.746153846
Urban,Census Place,2418750,"College Park, MD",15.167880000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.965277778
Urban,Census Place,2418850,"Colmar Manor, MD",1.053325000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2419125,"Columbia, MD",85.635322500,0.000000000,0.000000000,1.000000000,0.958179582,0.988929889,0.940959410,0.960639606,0.888068881
Urban,Census Place,2419825,"Coral Hills, MD",4.213300000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.925000000
Urban,Census Place,2419975,"Corriganville, MD",0.631995000,0.000000000,0.000000000,1.000000000,0.833333333,1.000000000,0.666666667,1.000000000,0.500000000
Urban,Census Place,2420050,"Cottage City, MD",0.737327500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2420525,"Cresaptown, MD",6.635947500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2420775,"Crisfield, MD",4.107967500,0.000000000,0.000000000,1.000000000,1.000000000,0.974358974,0.974358974,0.974358974,0.820512821
Urban,Census Place,2420875,"Crofton, MD",17.063865000,0.000000000,0.000000000,1.000000000,0.987654321,1.000000000,0.919753086,0.962962963,0.839506173
Urban,Census Place,2420925,"Croom, MD",0.315997500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2421075,"Crownsville, MD",0.737327500,0.000000000,0.000000000,1.000000000,0.857142857,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2421325,"Cumberland, MD",21.803827500,0.000000000,0.000000000,1.000000000,0.995169082,1.000000000,1.000000000,1.000000000,0.966183575
Urban,Census Place,2421475,"Damascus, MD",23.383815000,0.000000000,0.000000000,1.000000000,0.878378378,1.000000000,0.896396396,0.968468468,0.702702703
Urban,Census Place,2421825,"Darnestown, MD",12.534567500,0.000000000,0.000000000,1.000000000,0.907563025,0.974789916,0.840336134,0.882352941,0.647058824
Urban,Census Place,2422600,"Delmar, MD",4.107967500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.974358974
Urban,Census Place,2422725,"Denton, MD",7.478607500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.915492958,0.985915493,0.732394366
Urban,Census Place,2422775,"Derwood, MD",1.790652500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2423025,"District Heights, MD",2.211982500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2423700,"Drum Point, MD",4.634630000,0.000000000,0.000000000,1.000000000,0.659090909,0.954545455,0.886363636,0.909090909,0.590909091
Urban,Census Place,2423975,"Dundalk, MD",40.974342500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.997429306
Urban,Census Place,2424475,"Easton, MD",26.333125000,0.000000000,0.000000000,1.000000000,0.984000000,0.996000000,0.904000000,0.984000000,0.764000000
Urban,Census Place,2424650,"East Riverdale, MD",3.897302500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2424825,"Eckhart Mines, MD",1.263990000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2424950,"Edgemere, MD",26.859787500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.964705882,0.988235294,0.937254902
Urban,Census Place,2425050,"Edgewater, MD",8.847930000,0.000000000,0.000000000,1.000000000,0.988095238,1.000000000,1.000000000,1.000000000,0.916666667
Urban,Census Place,2425150,"Edgewood, MD",29.598432500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.996441281,0.967971530
Urban,Census Place,2425425,"Edmonston, MD",1.053325000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2425575,"Eldersburg, MD",45.924970000,0.000000000,0.000000000,1.000000000,0.933486239,0.981651376,0.928899083,0.951834862,0.823394495
Urban,Census Place,2425750,"Elkridge, MD",21.803827500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.995169082,1.000000000,0.956521739
Urban,Census Place,2425800,"Elkton, MD",23.173150000,0.000000000,0.000000000,1.000000000,0.990909091,1.000000000,0.990909091,1.000000000,0.959090909
Urban,Census Place,2425925,"Ellerslie, MD",0.842660000,0.000000000,0.000000000,1.000000000,0.250000000,0.875000000,0.250000000,0.750000000,0.000000000
Urban,Census Place,2426000,"Ellicott City, MD",77.524720000,0.000000000,0.000000000,1.000000000,0.964673913,0.989130435,0.953804348,0.959239130,0.855978261
Urban,Census Place,2426600,"Essex, MD",32.231745000,0.000000000,0.000000000,1.000000000,0.993464052,1.000000000,0.983660131,0.993464052,0.885620915
Urban,Census Place,2427250,"Fairland, MD",12.850565000,0.000000000,0.000000000,1.000000000,0.967213115,0.983606557,0.844262295,0.934426230,0.803278689
Urban,Census Place,2427400,"Fairmount Heights, MD",0.631995000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2427580,"Fairwood, MD",9.058595000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.941860465
Urban,Census Place,2427700,"Fallston, MD",20.223840000,0.000000000,0.000000000,0.994791667,0.812500000,1.000000000,0.994791667,0.989583333,0.953125000
Urban,Census Place,2428075,"Ferndale, MD",10.533250000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2428512,"Flower Hill, MD",5.477290000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.980769231,1.000000000,0.903846154
Urban,Census Place,2428640,"Forest Glen, MD",2.738645000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.961538462
Urban,Census Place,2428725,"Forest Heights, MD",4.634630000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.977272727
Urban,Census Place,2429000,"Forestville, MD",10.322585000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2429400,"Fort Meade, MD",19.591845000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.956989247,1.000000000,0.833333333
Urban,Census Place,2429450,"Fort Ritchie, MD",0.842660000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2429525,"Fort Washington, MD",39.183690000,0.000000000,0.000000000,1.000000000,0.989247312,1.000000000,0.978494624,0.994623656,0.924731183
Urban,Census Place,2429712,"Fountainhead-Orchard Hills, MD",11.165245000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2429790,"Four Corners, MD",4.107967500,0.000000000,0.000000000,1.000000000,0.974358974,1.000000000,1.000000000,1.000000000,0.948717949
Urban,Census Place,2430325,"Frederick, MD",56.036890000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.998120301,0.986842105
Urban,Census Place,2430575,"Friendly, MD",12.955897500,0.000000000,0.000000000,1.000000000,0.910569106,0.991869919,0.886178862,0.918699187,0.756097561
Urban,Census Place,2430800,"Friendship Heights Village, MD",0.210665000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2430900,"Frostburg, MD",8.215935000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Urban,Census Place,2430950,"Fruitland, MD",8.426600000,0.000000000,0.000000000,1.000000000,0.987500000,1.000000000,1.000000000,1.000000000,1.000000000
