area_data_type,geography_type,geography_id,geography_desc,total_area,mobilebb_3g_area_st_pct,mobilebb_3g_area_iv_pct,mobilebb_4g_area_st_pct,mobilebb_4g_area_iv_pct,mobilebb_5g_spd1_area_st_pct,mobilebb_5g_spd1_area_iv_pct,mobilebb_5g_spd2_area_st_pct,mobilebb_5g_spd2_area_iv_pct
Rural,Census Place,2410575,"Brookview, MD",0.105332500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.000000000,1.000000000,0.000000000
Rural,Census Place,2410650,"Broomes Island, MD",1.790652500,0.000000000,0.000000000,1.000000000,0.411764706,0.764705882,0.352941176,0.529411765,0.058823529
Rural,Census Place,2410737,"Brown Station, MD",10.954580000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.990384615,0.990384615,0.894230769
Rural,Census Place,2410800,"Brownsville, MD",0.737327500,0.000000000,0.000000000,1.000000000,0.857142857,1.000000000,1.000000000,1.000000000,0.428571429
Rural,Census Place,2410900,"Brunswick, MD",2.843977500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.888888889,1.000000000,0.777777778
Rural,Census Place,2410925,"Bryans Road, MD",29.809097500,0.000000000,0.000000000,0.996466431,0.738515901,0.989399293,0.636042403,0.837455830,0.487632509
Rural,Census Place,2410950,"Bryantown, MD",11.270577500,0.000000000,0.000000000,1.000000000,0.757009346,1.000000000,0.738317757,0.869158879,0.523364486
Rural,Census Place,2411400,"Burkittsville, MD",1.263990000,0.000000000,0.000000000,1.000000000,0.916666667,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2411750,"Burtonsville, MD",10.217252500,0.000000000,0.000000000,1.000000000,0.948453608,1.000000000,0.958762887,0.958762887,0.845360825
Rural,Census Place,2411900,"Butlertown, MD",2.001317500,0.000000000,0.000000000,1.000000000,0.736842105,0.842105263,0.157894737,0.473684211,0.105263158
Rural,Census Place,2412075,"Cabin John, MD",0.105332500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2412150,"California, MD",15.378545000,0.000000000,0.000000000,1.000000000,0.897260274,1.000000000,1.000000000,1.000000000,0.952054795
Rural,Census Place,2412175,"Callaway, MD",9.269260000,0.000000000,0.000000000,1.000000000,0.886363636,1.000000000,1.000000000,1.000000000,0.988636364
Rural,Census Place,2412300,"Calvert Beach, MD",2.211982500,0.000000000,0.000000000,1.000000000,0.380952381,1.000000000,0.476190476,0.809523810,0.238095238
Rural,Census Place,2412400,"Cambridge, MD",17.379862500,0.000000000,0.000000000,1.000000000,0.896969697,0.957575758,0.545454545,0.842424242,0.351515152
Rural,Census Place,2412912,"Cape St. Claire, MD",0.842660000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2413225,"Carlos, MD",0.631995000,0.000000000,0.000000000,1.000000000,0.833333333,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2413325,"Carney, MD",1.685320000,0.000000000,0.000000000,1.000000000,0.937500000,0.937500000,0.812500000,0.812500000,0.562500000
Rural,Census Place,2414125,"Catonsville, MD",1.579987500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.866666667,0.800000000
Rural,Census Place,2414225,"Cavetown, MD",2.317315000,0.000000000,0.000000000,1.000000000,0.954545455,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2414325,"Cecilton, MD",1.474655000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.857142857
Rural,Census Place,2414800,"Cedarville, MD",35.813050000,0.000000000,0.000000000,1.000000000,0.858823529,0.982352941,0.620588235,0.838235294,0.414705882
Rural,Census Place,2414950,"Centreville, MD",7.057277500,0.000000000,0.000000000,1.000000000,0.985074627,1.000000000,0.865671642,0.985074627,0.850746269
Rural,Census Place,2415075,"Chance, MD",7.057277500,0.000000000,0.000000000,1.000000000,0.910447761,0.701492537,0.537313433,0.671641791,0.507462687
Rural,Census Place,2415400,"Charlestown, MD",0.842660000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2415475,"Charlotte Hall, MD",13.798557500,0.000000000,0.000000000,1.000000000,0.870229008,0.984732824,0.549618321,0.908396947,0.427480916
Rural,Census Place,2415500,"Charlton, MD",0.315997500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2415950,"Chesapeake City, MD",1.895985000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2416025,"Chesapeake Landing, MD",3.159975000,0.000000000,0.000000000,0.800000000,0.000000000,0.033333333,0.000000000,0.000000000,0.000000000
Rural,Census Place,2416125,"Chester, MD",6.109285000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.965517241,0.948275862,0.775862069
Rural,Census Place,2416225,"Chestertown, MD",2.106650000,0.000000000,0.000000000,1.000000000,1.000000000,0.800000000,0.750000000,0.800000000,0.350000000
Rural,Census Place,2416800,"Chewsville, MD",1.579987500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2417000,"Choptank, MD",0.631995000,0.000000000,0.000000000,1.000000000,0.500000000,1.000000000,0.000000000,0.666666667,0.000000000
Rural,Census Place,2417050,"Church Creek, MD",0.947992500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.777777778,1.000000000,0.777777778
Rural,Census Place,2417100,"Church Hill, MD",1.685320000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.687500000,1.000000000,0.687500000
Rural,Census Place,2417350,"Clarksburg, MD",8.215935000,0.000000000,0.000000000,1.000000000,0.871794872,0.987179487,0.948717949,0.961538462,0.782051282
Rural,Census Place,2417600,"Clear Spring, MD",0.315997500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.666666667
Rural,Census Place,2417900,"Clinton, MD",22.751820000,0.000000000,0.000000000,1.000000000,0.879629630,0.995370370,0.708333333,0.907407407,0.472222222
Rural,Census Place,2418200,"Cobb Island, MD",2.527980000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.958333333,1.000000000,0.958333333
Rural,Census Place,2418250,"Cockeysville, MD",4.107967500,0.000000000,0.000000000,1.000000000,0.769230769,1.000000000,0.871794872,0.974358974,0.692307692
Rural,Census Place,2419900,"Cordova, MD",12.850565000,0.000000000,0.000000000,1.000000000,0.852459016,0.893442623,0.262295082,0.704918033,0.114754098
Rural,Census Place,2419975,"Corriganville, MD",0.210665000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.500000000,1.000000000,0.500000000
Rural,Census Place,2420500,"Crellin, MD",1.895985000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.944444444
Rural,Census Place,2420525,"Cresaptown, MD",0.737327500,0.000000000,0.000000000,1.000000000,0.857142857,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2420775,"Crisfield, MD",4.213300000,0.000000000,0.000000000,1.000000000,0.950000000,0.325000000,0.300000000,0.325000000,0.275000000
Rural,Census Place,2420875,"Crofton, MD",0.526662500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.800000000
Rural,Census Place,2420925,"Croom, MD",94.693917500,0.000000000,0.000000000,1.000000000,0.764182425,0.890989989,0.611790879,0.743047831,0.436040044
Rural,Census Place,2421075,"Crownsville, MD",12.745232500,0.000000000,0.000000000,1.000000000,0.719008264,0.958677686,0.710743802,0.760330579,0.603305785
Rural,Census Place,2421150,"Crumpton, MD",2.738645000,0.000000000,0.000000000,1.000000000,0.538461538,0.884615385,0.038461538,0.730769231,0.038461538
Rural,Census Place,2421325,"Cumberland, MD",4.634630000,0.000000000,0.000000000,1.000000000,0.977272727,1.000000000,1.000000000,1.000000000,0.818181818
Rural,Census Place,2421475,"Damascus, MD",14.641217500,0.000000000,0.000000000,1.000000000,0.971223022,1.000000000,0.942446043,0.978417266,0.856115108
Rural,Census Place,2421550,"Dames Quarter, MD",49.190277500,0.000000000,0.000000000,1.000000000,0.653104925,0.730192719,0.323340471,0.556745182,0.252676660
Rural,Census Place,2421675,"Danville, MD",2.843977500,0.000000000,0.000000000,1.000000000,0.481481481,0.925925926,0.555555556,0.814814815,0.037037037
Rural,Census Place,2421750,"Dargan, MD",0.947992500,0.000000000,0.000000000,1.000000000,0.111111111,0.666666667,0.333333333,0.333333333,0.222222222
Rural,Census Place,2421800,"Darlington, MD",2.527980000,0.000000000,0.000000000,1.000000000,0.791666667,1.000000000,1.000000000,1.000000000,0.541666667
Rural,Census Place,2421825,"Darnestown, MD",33.495735000,0.000000000,0.000000000,1.000000000,0.823899371,0.896226415,0.606918239,0.698113208,0.415094340
Rural,Census Place,2421925,"Dawson, MD",1.579987500,0.000000000,0.000000000,1.000000000,0.066666667,0.666666667,0.133333333,0.266666667,0.000000000
Rural,Census Place,2422050,"Deale, MD",15.799875000,0.000000000,0.000000000,1.000000000,0.960000000,0.973333333,0.740000000,0.913333333,0.673333333
Rural,Census Place,2422100,"Deal Island, MD",14.957215000,0.000000000,0.000000000,1.000000000,0.901408451,0.598591549,0.556338028,0.598591549,0.556338028
Rural,Census Place,2422275,"Deer Park, MD",2.633312500,0.000000000,0.000000000,1.000000000,0.720000000,1.000000000,0.640000000,0.920000000,0.360000000
Rural,Census Place,2422600,"Delmar, MD",0.315997500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2422725,"Denton, MD",6.951945000,0.000000000,0.000000000,1.000000000,0.787878788,0.984848485,0.500000000,0.757575758,0.257575758
Rural,Census Place,2422825,"Detmold, MD",0.315997500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2423500,"Downsville, MD",1.790652500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2423975,"Dundalk, MD",5.161292500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.979591837
Rural,Census Place,2424050,"Dunkirk, MD",19.065182500,0.000000000,0.000000000,1.000000000,0.745856354,1.000000000,0.640883978,0.955801105,0.480662983
Rural,Census Place,2424200,"Eagle Harbor, MD",0.210665000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.500000000
Rural,Census Place,2424250,"Eakles Mill, MD",0.105332500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2424450,"East New Market, MD",1.158657500,0.000000000,0.000000000,1.000000000,0.909090909,1.000000000,0.454545455,0.727272727,0.454545455
Rural,Census Place,2424475,"Easton, MD",4.634630000,0.000000000,0.000000000,1.000000000,0.931818182,0.977272727,0.750000000,0.931818182,0.681818182
Rural,Census Place,2424825,"Eckhart Mines, MD",2.843977500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2424850,"Eden, MD",15.589210000,0.000000000,0.000000000,1.000000000,0.972972973,1.000000000,1.000000000,1.000000000,0.993243243
Rural,Census Place,2424925,"Edesville, MD",0.737327500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.714285714,1.000000000,0.714285714
Rural,Census Place,2424950,"Edgemere, MD",27.386450000,0.000000000,0.000000000,1.000000000,0.903846154,1.000000000,0.934615385,0.950000000,0.873076923
Rural,Census Place,2425000,"Edgemont, MD",1.369322500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.923076923
Rural,Census Place,2425050,"Edgewater, MD",1.263990000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2425150,"Edgewood, MD",16.010540000,0.000000000,0.000000000,1.000000000,0.960526316,1.000000000,0.967105263,0.861842105,0.578947368
Rural,Census Place,2425575,"Eldersburg, MD",66.359475000,0.000000000,0.000000000,1.000000000,0.884126984,0.968253968,0.847619048,0.861904762,0.731746032
Rural,Census Place,2425600,"Eldorado, MD",0.210665000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2425800,"Elkton, MD",0.947992500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2425925,"Ellerslie, MD",1.790652500,0.000000000,0.000000000,0.882352941,0.058823529,0.294117647,0.058823529,0.294117647,0.000000000
Rural,Census Place,2426000,"Ellicott City, MD",2.106650000,0.000000000,0.000000000,1.000000000,0.900000000,1.000000000,0.850000000,0.900000000,0.850000000
Rural,Census Place,2426025,"Elliott, MD",0.842660000,0.000000000,0.000000000,0.875000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
Rural,Census Place,2426200,"Emmitsburg, MD",4.002635000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.973684211,1.000000000,0.973684211
Rural,Census Place,2426550,"Ernstville, MD",0.526662500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2426600,"Essex, MD",0.105332500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2427325,"Fairlee, MD",10.217252500,0.000000000,0.000000000,1.000000000,0.845360825,0.969072165,0.659793814,0.865979381,0.494845361
Rural,Census Place,2427375,"Fairmount, MD",46.346300000,0.000000000,0.000000000,1.000000000,0.729545455,0.763636364,0.379545455,0.563636364,0.293181818
Rural,Census Place,2427425,"Fairplay, MD",3.159975000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.966666667,1.000000000,0.933333333
Rural,Census Place,2427500,"Fairview, MD",0.526662500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2427700,"Fallston, MD",17.169197500,0.000000000,0.000000000,0.981595092,0.668711656,1.000000000,0.914110429,0.907975460,0.742331288
Rural,Census Place,2427900,"Federalsburg, MD",5.477290000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.942307692
Rural,Census Place,2428275,"Finzel, MD",10.427917500,0.000000000,0.000000000,1.000000000,0.494949495,0.979797980,0.939393939,0.949494949,0.828282828
Rural,Census Place,2428300,"Fishing Creek, MD",4.002635000,0.000000000,0.000000000,1.000000000,0.157894737,0.684210526,0.078947368,0.263157895,0.000000000
Rural,Census Place,2428425,"Flintstone, MD",0.947992500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.888888889,1.000000000,0.777777778
Rural,Census Place,2429400,"Fort Meade, MD",1.790652500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.941176471
Rural,Census Place,2429450,"Fort Ritchie, MD",1.895985000,0.000000000,0.000000000,1.000000000,0.888888889,0.888888889,0.500000000,0.611111111,0.333333333
Rural,Census Place,2429525,"Fort Washington, MD",5.055960000,0.000000000,0.000000000,1.000000000,0.958333333,0.979166667,0.812500000,0.916666667,0.479166667
Rural,Census Place,2429712,"Fountainhead-Orchard Hills, MD",0.315997500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2430100,"Franklin, MD",0.526662500,0.000000000,0.000000000,1.000000000,0.400000000,0.600000000,0.200000000,0.400000000,0.200000000
Rural,Census Place,2430325,"Frederick, MD",6.530615000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.983870968
Rural,Census Place,2430567,"Frenchtown-Rumbly, MD",22.646487500,0.000000000,0.000000000,1.000000000,0.432558140,0.595348837,0.079069767,0.209302326,0.004651163
Rural,Census Place,2430650,"Friendship, MD",4.634630000,0.000000000,0.000000000,1.000000000,0.704545455,0.863636364,0.363636364,0.750000000,0.181818182
Rural,Census Place,2430850,"Friendsville, MD",2.422647500,0.000000000,0.000000000,1.000000000,0.956521739,1.000000000,0.869565217,1.000000000,0.869565217
Rural,Census Place,2430900,"Frostburg, MD",0.737327500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2430950,"Fruitland, MD",1.579987500,0.000000000,0.000000000,1.000000000,0.800000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2431025,"Fulton, MD",4.529297500,0.000000000,0.000000000,1.000000000,0.976744186,1.000000000,0.976744186,1.000000000,0.813953488
Rural,Census Place,2431100,"Funkstown, MD",0.737327500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2431225,"Galena, MD",1.053325000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.900000000,0.900000000
Rural,Census Place,2431250,"Galestown, MD",0.737327500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.428571429,1.000000000,0.428571429
Rural,Census Place,2431275,"Galesville, MD",4.529297500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.976744186,0.883720930
Rural,Census Place,2431350,"Gambrills, MD",14.114555000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.940298507,0.977611940,0.768656716
Rural,Census Place,2431400,"Gapland, MD",0.526662500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2431575,"Garretts Mill, MD",1.369322500,0.000000000,0.000000000,1.000000000,0.615384615,0.923076923,0.461538462,0.923076923,0.461538462
Rural,Census Place,2431625,"Garrison, MD",0.737327500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.714285714
Rural,Census Place,2431875,"Georgetown, MD",4.107967500,0.000000000,0.000000000,1.000000000,0.820512821,0.897435897,0.282051282,0.666666667,0.230769231
Rural,Census Place,2432025,"Germantown, MD",1.369322500,0.000000000,0.000000000,1.000000000,0.846153846,1.000000000,0.846153846,0.923076923,0.769230769
Rural,Census Place,2432175,"Gilmore, MD",0.210665000,0.000000000,0.000000000,1.000000000,0.500000000,1.000000000,1.000000000,1.000000000,0.000000000
Rural,Census Place,2432250,"Girdletree, MD",1.685320000,0.000000000,0.000000000,1.000000000,0.937500000,0.875000000,0.312500000,0.500000000,0.125000000
Rural,Census Place,2433850,"Golden Beach, MD",12.745232500,0.000000000,0.000000000,1.000000000,0.909090909,1.000000000,0.446280992,0.834710744,0.314049587
Rural,Census Place,2433950,"Goldsboro, MD",2.106650000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2434150,"Gorman, MD",3.686637500,0.000000000,0.000000000,0.942857143,0.342857143,0.857142857,0.400000000,0.257142857,0.000000000
Rural,Census Place,2434350,"Graceham, MD",0.210665000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2434525,"Grantsville, MD",2.633312500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.840000000,1.000000000,0.680000000
Rural,Census Place,2434550,"Grasonville, MD",11.375910000,0.000000000,0.000000000,1.000000000,0.842592593,1.000000000,0.990740741,1.000000000,0.981481481
Rural,Census Place,2434775,"Greenbelt, MD",0.105332500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2435200,"Greensboro, MD",2.738645000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2435225,"Greensburg, MD",1.053325000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2435412,"Green Valley, MD",19.802510000,0.000000000,0.000000000,1.000000000,0.744680851,0.984042553,0.861702128,0.930851064,0.686170213
Rural,Census Place,2436075,"Hagerstown, MD",0.842660000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2436500,"Hampstead, MD",4.845295000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.956521739
Rural,Census Place,2436512,"Hampton, MD",5.266625000,0.000000000,0.000000000,1.000000000,0.820000000,1.000000000,0.900000000,0.920000000,0.780000000
Rural,Census Place,2436600,"Hancock, MD",7.267942500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.927536232,1.000000000,0.753623188
Rural,Census Place,2437600,"Havre de Grace, MD",2.211982500,0.000000000,0.000000000,0.523809524,0.523809524,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2437875,"Hebron, MD",3.265307500,0.000000000,0.000000000,1.000000000,0.935483871,1.000000000,0.645161290,0.935483871,0.129032258
Rural,Census Place,2437925,"Henderson, MD",0.315997500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0.333333333,0.000000000
Rural,Census Place,2438025,"Herald Harbor, MD",2.106650000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.950000000
Rural,Census Place,2438437,"Highfield-Cascade, MD",1.474655000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.785714286
Rural,Census Place,2438475,"Highland, MD",2.422647500,0.000000000,0.000000000,1.000000000,0.869565217,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2439175,"Hillsboro, MD",0.315997500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2440200,"Honeygo, MD",0.631995000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.833333333
Rural,Census Place,2440700,"Hughesville, MD",30.335760000,0.000000000,0.000000000,1.000000000,0.954861111,1.000000000,0.878472222,0.937500000,0.746527778
Rural,Census Place,2441025,"Huntingtown, MD",21.803827500,0.000000000,0.000000000,1.000000000,0.995169082,1.000000000,0.859903382,0.961352657,0.753623188
Rural,Census Place,2441125,"Hurlock, MD",7.162610000,0.000000000,0.000000000,1.000000000,0.985294118,1.000000000,0.926470588,0.970588235,0.852941176
Rural,Census Place,2441175,"Hutton, MD",0.421330000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.250000000,1.000000000,0.250000000
Rural,Census Place,2441475,"Ilchester, MD",8.531932500,0.000000000,0.000000000,0.987654321,0.703703704,0.888888889,0.654320988,0.679012346,0.493827160
Rural,Census Place,2441700,"Indian Springs, MD",0.421330000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000
Rural,Census Place,2442325,"Jarrettsville, MD",22.646487500,0.000000000,0.000000000,1.000000000,0.934883721,0.995348837,0.920930233,0.939534884,0.827906977
Rural,Census Place,2442350,"Jefferson, MD",7.267942500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.956521739
Rural,Census Place,2442450,"Jennings, MD",0.737327500,0.000000000,0.000000000,1.000000000,0.285714286,0.285714286,0.000000000,0.000000000,0.000000000
Rural,Census Place,2442575,"Jesterville, MD",4.002635000,0.000000000,0.000000000,0.657894737,0.000000000,0.184210526,0.000000000,0.157894737,0.000000000
Rural,Census Place,2442875,"Joppatowne, MD",1.369322500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2442950,"Jugtown, MD",0.842660000,0.000000000,0.000000000,1.000000000,0.750000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2443100,"Keedysville, MD",2.633312500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2443280,"Kemps Mill, MD",0.315997500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.666666667
Rural,Census Place,2443475,"Kennedyville, MD",1.263990000,0.000000000,0.000000000,1.000000000,0.583333333,0.833333333,0.166666667,0.333333333,0.166666667
Rural,Census Place,2443725,"Kent Narrows, MD",6.109285000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.896551724
Rural,Census Place,2444325,"Kingstown, MD",3.159975000,0.000000000,0.000000000,1.000000000,0.966666667,1.000000000,0.933333333,1.000000000,0.700000000
Rural,Census Place,2444350,"Kingsville, MD",21.593162500,0.000000000,0.000000000,0.995121951,0.770731707,1.000000000,0.995121951,0.990243902,0.912195122
Rural,Census Place,2444450,"Kitzmiller, MD",0.631995000,0.000000000,0.000000000,0.166666667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
Rural,Census Place,2444525,"Klondike, MD",0.947992500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2444975,"Lake Shore, MD",9.690590000,0.000000000,0.000000000,1.000000000,0.967391304,1.000000000,1.000000000,1.000000000,0.989130435
Rural,Census Place,2445750,"La Plata, MD",6.530615000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.983870968,1.000000000,0.983870968
Rural,Census Place,2446075,"La Vale, MD",14.535885000,0.000000000,0.000000000,0.985507246,0.739130435,0.992753623,0.905797101,0.898550725,0.782608696
Rural,Census Place,2446400,"Leitersburg, MD",4.634630000,0.000000000,0.000000000,1.000000000,0.772727273,1.000000000,0.863636364,0.772727273,0.431818182
Rural,Census Place,2446475,"Leonardtown, MD",1.685320000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.937500000
Rural,Census Place,2446650,"Lewistown, MD",1.474655000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2446800,"Libertytown, MD",6.635947500,0.000000000,0.000000000,1.000000000,0.952380952,1.000000000,0.952380952,0.968253968,0.761904762
Rural,Census Place,2447040,"Linganore, MD",5.371957500,0.000000000,0.000000000,1.000000000,0.568627451,1.000000000,0.843137255,0.901960784,0.529411765
Rural,Census Place,2447250,"Lisbon, MD",4.002635000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.947368421
Rural,Census Place,2447275,"Little Orleans, MD",3.265307500,0.000000000,0.000000000,1.000000000,0.258064516,0.935483871,0.064516129,0.419354839,0.064516129
Rural,Census Place,2447525,"Loch Lynn Heights, MD",0.105332500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2447875,"Lonaconing, MD",0.947992500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.888888889
Rural,Census Place,2448025,"Long Beach, MD",4.529297500,0.000000000,0.000000000,1.000000000,0.534883721,0.953488372,0.465116279,0.813953488,0.232558140
Rural,Census Place,2448775,"Luke, MD",0.737327500,0.000000000,0.000000000,1.000000000,0.714285714,1.000000000,0.428571429,0.857142857,0.142857143
Rural,Census Place,2449325,"McCoole, MD",2.843977500,0.000000000,0.000000000,1.000000000,0.925925926,1.000000000,0.703703704,0.962962963,0.444444444
Rural,Census Place,2449700,"Madison, MD",8.953262500,0.000000000,0.000000000,1.000000000,0.929411765,1.000000000,0.752941176,0.988235294,0.717647059
Rural,Census Place,2449950,"Manchester, MD",0.315997500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,2450375,"Mapleville, MD",1.158657500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
